% Model:              MK4-2, 8:3.mph
% Version:            COMSOL 6.2.0.658
% Date:               Jun 11 2026, 10:35
% Dimension:          1
% Nodes:              103
% Expressions:        1
% Description:        Line graph
% Arc length (m)          sqrt((mf.By)^2+(mf.Bx)^2)
0                         15.694641660052298
1.8331063232970846E-5     15.71444753949362
1.2106773896844447E-4     15.8237983590992
5.787049521262314E-4      16.312154847866825
0.0012333280878208674     17.018241646402185
0.0014208315894527201     17.220485869012673
0.0019143724300123358     17.661206738056823
0.0021398827201478815     17.809358660659182
0.002141172245213825      17.987398401810083
0.0031219945156175793     18.801871966665825
0.0034403284036216494     19.147065128544725
0.0034971563143753673     19.499388522212914
0.004051207366103392      19.603711388760214
0.004051207366103392      19.337712067600638
0.004105942362691781      19.37535220220617
0.00470174260423651       19.785071809177165
0.0048841560739237705     19.906127538507526
0.004917561879819593      19.928296757718808
0.004952667020180726      19.952946226161096
0.005566864095028358      20.374046196206763
0.0056080960323372855     20.4026097758083
0.005892346319223758      20.599525230820987
0.006452534568229827      20.974076994226962
0.00650315608296622       21.007128588127884
0.006670615197731565      21.122758719643755
0.0070829500342110135     21.40747497075679
0.007407639765917781      21.62382486066468
0.007952402116278928      21.986815318992555
0.007952402116278935      22.346488200677097
0.008037247276302548      22.254461862122838
0.00813059350610043       22.153214934852578
0.008523351670415305      21.250427580101253
0.00867799433247532       20.66015889055292
0.008844115782526668      20.54469951569563
0.009769589991518488      20.465181099999036
0.009769589991518488      19.910412401085395
0.01000945061925941       19.642186300705255
0.01033675560683825       18.472998082329127
0.010870233677896732      16.567325088900144
0.010913142707610166      16.412972990667363
0.010919452299158791      16.390276166688214
0.010958818263584233      17.038961556058645
0.010958818263584233      16.25032763873583
0.011071484374999996      16.83371390691903
0.011265274932603084      16.482603308349265
0.011786322715664987      15.539232954079516
0.012020269407468066      15.113305524454749
0.012278050817517233      14.643984190859213
0.012285742187499997      14.629966357715015
0.012290535680998471      14.621296784702873
0.012643161357832486      13.983533522430413
0.013319729131855057      12.750777308002828
0.013499999999999991      11.647026453649676
0.013589521196176818      10.727000148117263
0.013608807256165728      10.69580191781812
0.014222890592893084      9.702362619448142
0.01426573336299762       9.632978262184267
0.014308193747247885      9.564213183194438
0.014803493065191506      8.763113749984704
0.014945781185786183      8.532989273973303
0.015084311983213465      8.308644217695779
0.015112287293659016      8.263338242384012
0.015116387494495773      8.256697972984853
0.015155234791247758      8.193891129862415
0.015668671778679283      7.363753920244051
0.01575448788596112       7.224790090418653
0.015924581241743667      6.949354337200806
0.01601746493420618       6.899085631211128
0.016141060742104488      6.827242620649552
0.016320948041037314      6.577401920802506
0.01646589214004912       5.948584492127689
0.01646589214004912       6.375687841929942
0.01660027154259812       5.8133422594330355
0.016739726890174333      5.672991489823536
0.016890021336449373      5.52158150057309
0.016910232460582875      5.5012203617310504
0.01701156141387218       5.399408187808509
0.017105591363770364      5.236676890376348
0.01740289546489561       4.910623714221872
0.01758231419305889       4.758638379182889
0.01768219743690623       4.653589086513209
0.017860924615020708      4.458782880966453
0.01803428196942789       4.269911750167471
0.01814794952664294       4.146097428944873
0.01830284429947884       3.9773756614547775
0.0185498149732697        3.7083162395475515
0.018559551515843896      3.713164672111086
0.018572324322535756      3.721829411791603
0.018703200801966507      3.6522158238764044
0.018752505215564954      3.6259274636406595
0.018969017445689625      3.510451751607922
0.01900739637290423       3.4899825432652483
0.019050504940919914      3.4670589975912267
0.019199417584255918      3.387657280060204
0.019230647431657134      3.3827439623596547
0.019249163331394124      3.384166001902912
0.019497314665535052      3.2463486257411462
0.019554430051701103      3.1804769939209026
0.019554430051701103      3.2146280924338324
0.0195771876582424        3.167292504532302
0.01967740705426523       3.10923096976601
0.019878619693328103      2.992831204310152
0.020000000000000004      2.9225869816383616
